0.5833 0.9441 0.0222 0.0382	O
0.0167 0.8588 0.0611 0.0235	● 録音中
0.0796 0.8587 0.0537 0.0238	00:02
0.6944 0.7794 0.0815 0.0265	=文字起こし
0.7981 0.7794 0.1093 0.0265	国翻訳回 字幕
0.0407 0.7464 0.1316 0.0396	08:36 の会議
0.0444 0.7176 0.1815 0.0176	4 マイクと画面の音を聞いています
0.0442 0.6643 0.1005 0.0243	聞いています...
0.6944 0.7147 0.1000 0.0206	まだ発話がありません。
0.0426 0.5912 0.0630 0.0176	決まったこと
0.0426 0.5529 0.1685 0.0235	決まったことを待っています...
0.0426 0.5057 0.0427 0.0210	やること
0.0426 0.4706 0.1444 0.0206	やることを待っています…..
0.7111 0.2206 0.0907 0.0176	*リアルタイム要約
0.7296 0.1645 0.0538 0.0181	◎ 決定事項
0.8796 0.2206 0.0556 0.0176	日 質問する
0.8759 0.1647 0.0630 0.0176	◎ アクション
0.0352 0.1059 0.1389 0.0235	*この会議について聞く
0.9481 0.1059 0.0111 0.0206	k
0.4037 0.0324 0.1947 0.0206	ull AIが見ている資料ーまだありません
